transaction_id,sku_id,transaction_date,qty,unit_price,customer_id,store_id_1,store_id_2,store_id_3,store_id_4,store_id_5,store_id_6,store_id_7,store_id_8,store_id_9,store_id_10
11,40,2024-03-04,3,21.01,1167.0,False,False,False,False,False,False,True,False,False,False
11,6,2024-03-04,3,51.88,1167.0,False,False,False,False,False,False,True,False,False,False
11,27,2024-03-04,2,106.81,1167.0,False,False,False,False,False,False,True,False,False,False
12,26,2024-03-02,3,180.59,644.0,False,False,False,False,True,False,False,False,False,False
12,9,2024-03-02,2,27.62,644.0,False,False,False,False,True,False,False,False,False,False
12,43,2024-03-02,2,60.36,644.0,False,False,False,False,True,False,False,False,False,False
13,40,2024-01-03,3,21.01,149.0,False,False,False,False,False,True,False,False,False,False
13,37,2024-01-03,1,154.88,149.0,False,False,False,False,False,True,False,False,False,False
13,7,2024-01-03,3,163.11,149.0,False,False,False,False,False,True,False,False,False,False
13,5,2024-01-03,2,47.78,149.0,False,False,False,False,False,True,False,False,False,False
14,19,2024-03-03,3,41.05,141.0,False,False,True,False,False,False,False,False,False,False
14,11,2024-03-03,3,33.72,141.0,False,False,True,False,False,False,False,False,False,False
14,29,2024-03-03,2,123.32,141.0,False,False,True,False,False,False,False,False,False,False
15,20,2024-01-03,1,115.82,1084.0,False,False,False,False,False,False,False,False,False,True
15,43,2024-01-03,1,60.36,1084.0,False,False,False,False,False,False,False,False,False,True
15,7,2024-01-03,3,163.11,1084.0,False,False,False,False,False,False,False,False,False,True
15,9,2024-01-03,3,27.62,1084.0,False,False,False,False,False,False,False,False,False,True
15,17,2024-01-03,1,60.73,1084.0,False,False,False,False,False,False,False,False,False,True
16,44,2024-03-28,2,186.49,432.0,False,False,False,False,True,False,False,False,False,False
16,41,2024-03-28,3,149.06,432.0,False,False,False,False,True,False,False,False,False,False
17,18,2024-01-24,1,125.73,105.0,False,False,False,False,False,False,False,True,False,False
17,3,2024-01-24,3,26.52,105.0,False,False,False,False,False,False,False,True,False,False
17,1,2024-01-24,2,31.15,105.0,False,False,False,False,False,False,False,True,False,False
17,22,2024-01-24,1,22.58,105.0,False,False,False,False,False,False,False,True,False,False
18,8,2024-05-23,1,39.54,876.0,False,False,False,False,False,False,False,True,False,False
19,10,2024-05-29,2,60.26,757.0,False,False,True,False,False,False,False,False,False,False
19,28,2024-05-29,1,30.83,757.0,False,False,True,False,False,False,False,False,False,False
19,9,2024-05-29,2,27.62,757.0,False,False,True,False,False,False,False,False,False,False
19,3,2024-05-29,1,26.52,757.0,False,False,True,False,False,False,False,False,False,False
19,20,2024-05-29,3,115.82,757.0,False,False,True,False,False,False,False,False,False,False
20,40,2024-05-23,1,21.01,725.0,False,False,False,True,False,False,False,False,False,False
20,48,2024-05-23,1,115.25,725.0,False,False,False,True,False,False,False,False,False,False
20,10,2024-05-23,2,60.26,725.0,False,False,False,True,False,False,False,False,False,False
20,16,2024-05-23,1,79.32,725.0,False,False,False,True,False,False,False,False,False,False
21,18,2024-04-15,3,125.73,681.0,False,False,True,False,False,False,False,False,False,False
21,11,2024-04-15,1,33.72,681.0,False,False,True,False,False,False,False,False,False,False
22,30,2024-02-26,2,110.53,964.0,False,False,False,False,False,False,True,False,False,False
22,23,2024-02-26,1,69.79,964.0,False,False,False,False,False,False,True,False,False,False
23,22,2024-02-19,2,22.58,,False,False,False,True,False,False,False,False,False,False
23,18,2024-02-19,2,125.73,,False,False,False,True,False,False,False,False,False,False
23,5,2024-02-19,3,47.78,,False,False,False,True,False,False,False,False,False,False
23,50,2024-02-19,3,173.33,,False,False,False,True,False,False,False,False,False,False
24,8,2024-03-25,2,39.54,1099.0,False,False,False,False,False,False,True,False,False,False
25,39,2024-01-10,2,176.96,544.0,False,False,True,False,False,False,False,False,False,False
26,33,2024-04-21,2,92.61,643.0,False,False,False,False,False,True,False,False,False,False
26,8,2024-04-21,1,39.54,643.0,False,False,False,False,False,True,False,False,False,False
26,25,2024-04-21,3,116.66,643.0,False,False,False,False,False,True,False,False,False,False
26,37,2024-04-21,2,154.88,643.0,False,False,False,False,False,True,False,False,False,False
26,13,2024-04-21,1,46.53,643.0,False,False,False,False,False,True,False,False,False,False
27,24,2024-06-24,1,97.18,1103.0,False,False,False,False,False,False,False,False,True,False
27,28,2024-06-24,3,30.83,1103.0,False,False,False,False,False,False,False,False,True,False
28,20,2024-03-17,3,115.82,256.0,False,False,False,False,False,True,False,False,False,False
28,43,2024-03-17,2,60.36,256.0,False,False,False,False,False,True,False,False,False,False
28,27,2024-03-17,3,106.81,256.0,False,False,False,False,False,True,False,False,False,False
28,21,2024-03-17,1,166.14,256.0,False,False,False,False,False,True,False,False,False,False
28,26,2024-03-17,1,180.59,256.0,False,False,False,False,False,True,False,False,False,False
29,40,2024-06-22,2,21.01,777.0,False,False,False,False,False,False,True,False,False,False
29,37,2024-06-22,2,154.88,777.0,False,False,False,False,False,False,True,False,False,False
30,28,2024-03-14,3,30.83,623.0,False,False,False,False,False,False,False,False,True,False
30,38,2024-03-14,3,123.8,623.0,False,False,False,False,False,False,False,False,True,False
31,33,2024-06-21,3,92.61,906.0,False,False,False,False,False,True,False,False,False,False
31,31,2024-06-21,1,146.94,906.0,False,False,False,False,False,True,False,False,False,False
32,44,2024-01-24,1,186.49,687.0,False,True,False,False,False,False,False,False,False,False
32,20,2024-01-24,1,115.82,687.0,False,True,False,False,False,False,False,False,False,False
33,40,2024-03-03,2,21.01,,False,False,True,False,False,False,False,False,False,False
33,50,2024-03-03,3,173.33,,False,False,True,False,False,False,False,False,False,False
33,5,2024-03-03,3,47.78,,False,False,True,False,False,False,False,False,False,False
33,30,2024-03-03,1,110.53,,False,False,True,False,False,False,False,False,False,False
34,49,2024-02-07,1,144.49,500.0,False,False,False,False,False,False,True,False,False,False
35,36,2024-04-28,1,131.4,1061.0,False,False,False,False,False,False,True,False,False,False
36,36,2024-06-19,3,131.4,952.0,False,True,False,False,False,False,False,False,False,False
36,39,2024-06-19,3,176.96,952.0,False,True,False,False,False,False,False,False,False,False
36,21,2024-06-19,3,166.14,952.0,False,True,False,False,False,False,False,False,False,False
36,49,2024-06-19,2,144.49,952.0,False,True,False,False,False,False,False,False,False,False
36,29,2024-06-19,3,123.32,952.0,False,True,False,False,False,False,False,False,False,False
37,49,2024-04-25,2,144.49,973.0,False,False,False,False,False,False,False,True,False,False
37,16,2024-04-25,3,79.32,973.0,False,False,False,False,False,False,False,True,False,False
37,41,2024-04-25,2,149.06,973.0,False,False,False,False,False,False,False,True,False,False
38,18,2024-03-14,2,125.73,159.0,False,False,False,True,False,False,False,False,False,False
38,22,2024-03-14,3,22.58,159.0,False,False,False,True,False,False,False,False,False,False
39,46,2024-04-08,1,80.95,474.0,False,True,False,False,False,False,False,False,False,False
39,14,2024-04-08,2,156.88,474.0,False,True,False,False,False,False,False,False,False,False
40,14,2024-04-16,2,156.88,955.0,False,False,False,False,False,False,True,False,False,False
41,49,2024-06-27,3,144.49,1197.0,False,False,False,False,False,False,True,False,False,False
42,27,2024-03-17,1,106.81,721.0,False,False,False,False,False,False,True,False,False,False
42,35,2024-03-17,2,183.4,721.0,False,False,False,False,False,False,True,False,False,False
42,48,2024-03-17,1,115.25,721.0,False,False,False,False,False,False,True,False,False,False
42,39,2024-03-17,2,176.96,721.0,False,False,False,False,False,False,True,False,False,False
43,47,2024-03-27,3,57.1,797.0,False,False,False,False,False,False,True,False,False,False
43,11,2024-03-27,3,33.72,797.0,False,False,False,False,False,False,True,False,False,False
43,30,2024-03-27,1,110.53,797.0,False,False,False,False,False,False,True,False,False,False
43,9,2024-03-27,2,27.62,797.0,False,False,False,False,False,False,True,False,False,False
44,9,2024-01-22,2,27.62,56.0,False,False,False,False,False,False,False,False,False,True
44,30,2024-01-22,2,110.53,56.0,False,False,False,False,False,False,False,False,False,True
44,12,2024-01-22,2,65.7,56.0,False,False,False,False,False,False,False,False,False,True
44,4,2024-01-22,1,51.54,56.0,False,False,False,False,False,False,False,False,False,True
45,17,2024-03-12,3,60.73,777.0,False,False,False,False,False,False,False,True,False,False
45,6,2024-03-12,3,51.88,777.0,False,False,False,False,False,False,False,True,False,False
45,31,2024-03-12,1,146.94,777.0,False,False,False,False,False,False,False,True,False,False
45,2,2024-03-12,2,36.51,777.0,False,False,False,False,False,False,False,True,False,False
46,13,2024-01-08,3,46.53,83.0,False,False,False,True,False,False,False,False,False,False
46,2,2024-01-08,1,36.51,83.0,False,False,False,True,False,False,False,False,False,False
47,30,2024-05-24,2,110.53,235.0,False,False,False,True,False,False,False,False,False,False
47,45,2024-05-24,2,145.46,235.0,False,False,False,True,False,False,False,False,False,False
48,7,2024-02-11,2,163.11,235.0,False,False,True,False,False,False,False,False,False,False
48,38,2024-02-11,3,123.8,235.0,False,False,True,False,False,False,False,False,False,False
48,2,2024-02-11,3,36.51,235.0,False,False,True,False,False,False,False,False,False,False
49,45,2024-01-20,2,145.46,407.0,False,False,False,False,False,False,True,False,False,False
49,41,2024-01-20,3,149.06,407.0,False,False,False,False,False,False,True,False,False,False
49,16,2024-01-20,3,79.32,407.0,False,False,False,False,False,False,True,False,False,False
49,7,2024-01-20,1,163.11,407.0,False,False,False,False,False,False,True,False,False,False
49,50,2024-01-20,3,173.33,407.0,False,False,False,False,False,False,True,False,False,False
50,5,2024-06-18,2,47.78,878.0,True,False,False,False,False,False,False,False,False,False
50,33,2024-06-18,1,92.61,878.0,True,False,False,False,False,False,False,False,False,False
50,42,2024-06-18,2,33.89,878.0,True,False,False,False,False,False,False,False,False,False
51,46,2024-06-11,3,80.95,742.0,False,False,False,False,False,False,False,True,False,False
51,10,2024-06-11,3,60.26,742.0,False,False,False,False,False,False,False,True,False,False
51,28,2024-06-11,3,30.83,742.0,False,False,False,False,False,False,False,True,False,False
51,12,2024-06-11,2,65.7,742.0,False,False,False,False,False,False,False,True,False,False
52,28,2024-05-03,2,30.83,1103.0,False,False,False,False,False,False,False,False,False,True
52,47,2024-05-03,1,57.1,1103.0,False,False,False,False,False,False,False,False,False,True
52,38,2024-05-03,1,123.8,1103.0,False,False,False,False,False,False,False,False,False,True
52,18,2024-05-03,2,125.73,1103.0,False,False,False,False,False,False,False,False,False,True
53,43,2024-05-25,2,60.36,952.0,False,False,False,False,False,False,False,True,False,False
53,25,2024-05-25,1,116.66,952.0,False,False,False,False,False,False,False,True,False,False
53,22,2024-05-25,2,22.58,952.0,False,False,False,False,False,False,False,True,False,False
53,2,2024-05-25,1,36.51,952.0,False,False,False,False,False,False,False,True,False,False
53,32,2024-05-25,2,60.7,952.0,False,False,False,False,False,False,False,True,False,False
54,34,2024-05-22,1,60.04,566.0,False,False,False,False,True,False,False,False,False,False
55,49,2024-05-05,3,144.49,833.0,False,True,False,False,False,False,False,False,False,False
55,16,2024-05-05,2,79.32,833.0,False,True,False,False,False,False,False,False,False,False
55,45,2024-05-05,2,145.46,833.0,False,True,False,False,False,False,False,False,False,False
55,31,2024-05-05,1,146.94,833.0,False,True,False,False,False,False,False,False,False,False
55,42,2024-05-05,1,33.89,833.0,False,True,False,False,False,False,False,False,False,False
56,24,2024-03-19,2,97.18,499.0,False,False,False,False,True,False,False,False,False,False
56,31,2024-03-19,3,146.94,499.0,False,False,False,False,True,False,False,False,False,False
56,36,2024-03-19,3,131.4,499.0,False,False,False,False,True,False,False,False,False,False
56,34,2024-03-19,2,60.04,499.0,False,False,False,False,True,False,False,False,False,False
56,23,2024-03-19,2,69.79,499.0,False,False,False,False,True,False,False,False,False,False
57,47,2024-02-29,1,57.1,515.0,False,False,False,False,False,False,False,True,False,False
58,13,2024-06-25,3,46.53,1098.0,False,False,False,False,False,True,False,False,False,False
58,14,2024-06-25,2,156.88,1098.0,False,False,False,False,False,True,False,False,False,False
59,7,2024-06-01,1,163.11,1075.0,False,False,False,False,True,False,False,False,False,False
59,13,2024-06-01,2,46.53,1075.0,False,False,False,False,True,False,False,False,False,False
59,19,2024-06-01,1,41.05,1075.0,False,False,False,False,True,False,False,False,False,False
60,18,2024-05-16,1,125.73,,False,False,False,False,True,False,False,False,False,False
60,3,2024-05-16,3,26.52,,False,False,False,False,True,False,False,False,False,False
61,7,2024-06-12,2,163.11,259.0,False,False,False,False,True,False,False,False,False,False
61,1,2024-06-12,2,31.15,259.0,False,False,False,False,True,False,False,False,False,False
61,37,2024-06-12,2,154.88,259.0,False,False,False,False,True,False,False,False,False,False
61,19,2024-06-12,2,41.05,259.0,False,False,False,False,True,False,False,False,False,False
62,5,2024-05-02,2,47.78,518.0,False,False,True,False,False,False,False,False,False,False
63,10,2024-06-10,1,60.26,,False,False,False,False,False,False,False,True,False,False
64,36,2024-03-04,2,131.4,175.0,False,False,False,False,False,False,False,False,False,True
65,29,2024-05-13,2,123.32,463.0,False,False,False,False,False,False,False,False,False,True
65,20,2024-05-13,3,115.82,463.0,False,False,False,False,False,False,False,False,False,True
65,38,2024-05-13,3,123.8,463.0,False,False,False,False,False,False,False,False,False,True
65,28,2024-05-13,1,30.83,463.0,False,False,False,False,False,False,False,False,False,True
66,17,2024-02-23,1,60.73,204.0,False,False,False,False,False,False,False,False,False,True
66,43,2024-02-23,1,60.36,204.0,False,False,False,False,False,False,False,False,False,True
67,27,2024-02-10,2,106.81,154.0,False,False,False,True,False,False,False,False,False,False
68,46,2024-02-29,2,80.95,67.0,False,False,False,False,False,False,False,False,False,True
68,19,2024-02-29,1,41.05,67.0,False,False,False,False,False,False,False,False,False,True
68,45,2024-02-29,3,145.46,67.0,False,False,False,False,False,False,False,False,False,True
69,35,2024-04-18,1,183.4,406.0,False,False,False,True,False,False,False,False,False,False
70,11,2024-01-19,2,33.72,292.0,False,False,True,False,False,False,False,False,False,False
71,8,2024-03-14,3,39.54,1166.0,False,False,False,False,False,False,False,False,False,True
71,30,2024-03-14,2,110.53,1166.0,False,False,False,False,False,False,False,False,False,True
71,45,2024-03-14,2,145.46,1166.0,False,False,False,False,False,False,False,False,False,True
71,20,2024-03-14,3,115.82,1166.0,False,False,False,False,False,False,False,False,False,True
72,28,2024-06-02,3,30.83,165.0,False,False,False,False,False,False,False,False,True,False
73,44,2024-01-24,3,186.49,53.0,False,False,False,False,False,True,False,False,False,False
73,37,2024-01-24,1,154.88,53.0,False,False,False,False,False,True,False,False,False,False
74,42,2024-04-30,2,33.89,359.0,False,False,False,False,True,False,False,False,False,False
74,29,2024-04-30,3,123.32,359.0,False,False,False,False,True,False,False,False,False,False
74,18,2024-04-30,2,125.73,359.0,False,False,False,False,True,False,False,False,False,False
74,12,2024-04-30,1,65.7,359.0,False,False,False,False,True,False,False,False,False,False
74,38,2024-04-30,2,123.8,359.0,False,False,False,False,True,False,False,False,False,False
75,11,2024-06-20,2,33.72,658.0,False,False,False,False,False,True,False,False,False,False
76,49,2024-06-18,1,144.49,591.0,False,False,False,False,False,False,True,False,False,False
76,36,2024-06-18,2,131.4,591.0,False,False,False,False,False,False,True,False,False,False
76,3,2024-06-18,2,26.52,591.0,False,False,False,False,False,False,True,False,False,False
76,30,2024-06-18,2,110.53,591.0,False,False,False,False,False,False,True,False,False,False
77,43,2024-05-11,3,60.36,828.0,False,True,False,False,False,False,False,False,False,False
78,40,2024-05-12,3,21.01,385.0,False,False,False,False,False,False,False,True,False,False
78,49,2024-05-12,2,144.49,385.0,False,False,False,False,False,False,False,True,False,False
78,32,2024-05-12,1,60.7,385.0,False,False,False,False,False,False,False,True,False,False
79,45,2024-03-14,3,145.46,269.0,False,False,False,True,False,False,False,False,False,False
79,32,2024-03-14,3,60.7,269.0,False,False,False,True,False,False,False,False,False,False
79,8,2024-03-14,1,39.54,269.0,False,False,False,True,False,False,False,False,False,False
79,2,2024-03-14,3,36.51,269.0,False,False,False,True,False,False,False,False,False,False
80,6,2024-05-21,1,51.88,29.0,False,False,True,False,False,False,False,False,False,False
80,15,2024-05-21,3,29.19,29.0,False,False,True,False,False,False,False,False,False,False
80,8,2024-05-21,1,39.54,29.0,False,False,True,False,False,False,False,False,False,False
80,30,2024-05-21,2,110.53,29.0,False,False,True,False,False,False,False,False,False,False
81,31,2024-04-16,1,146.94,560.0,False,False,False,False,True,False,False,False,False,False
81,16,2024-04-16,2,79.32,560.0,False,False,False,False,True,False,False,False,False,False
81,30,2024-04-16,1,110.53,560.0,False,False,False,False,True,False,False,False,False,False
81,36,2024-04-16,3,131.4,560.0,False,False,False,False,True,False,False,False,False,False
82,50,2024-01-18,3,173.33,280.0,False,False,False,False,False,False,False,False,True,False
82,27,2024-01-18,2,106.81,280.0,False,False,False,False,False,False,False,False,True,False
82,22,2024-01-18,1,22.58,280.0,False,False,False,False,False,False,False,False,True,False
83,10,2024-06-17,2,60.26,1188.0,False,False,False,False,True,False,False,False,False,False
83,29,2024-06-17,2,123.32,1188.0,False,False,False,False,True,False,False,False,False,False
83,35,2024-06-17,3,183.4,1188.0,False,False,False,False,True,False,False,False,False,False
83,31,2024-06-17,3,146.94,1188.0,False,False,False,False,True,False,False,False,False,False
84,37,2024-02-18,1,154.88,660.0,False,False,False,False,False,False,True,False,False,False
84,25,2024-02-18,2,116.66,660.0,False,False,False,False,False,False,True,False,False,False
85,25,2024-06-29,2,116.66,969.0,True,False,False,False,False,False,False,False,False,False
85,43,2024-06-29,1,60.36,969.0,True,False,False,False,False,False,False,False,False,False
85,42,2024-06-29,1,33.89,969.0,True,False,False,False,False,False,False,False,False,False
85,10,2024-06-29,3,60.26,969.0,True,False,False,False,False,False,False,False,False,False
86,34,2024-04-22,2,60.04,206.0,False,False,False,False,False,False,False,False,False,True
87,5,2024-06-16,2,47.78,840.0,True,False,False,False,False,False,False,False,False,False
87,31,2024-06-16,2,146.94,840.0,True,False,False,False,False,False,False,False,False,False
88,25,2024-03-25,2,116.66,165.0,False,False,False,False,False,False,False,False,False,True
88,21,2024-03-25,3,166.14,165.0,False,False,False,False,False,False,False,False,False,True
88,41,2024-03-25,1,149.06,165.0,False,False,False,False,False,False,False,False,False,True
88,46,2024-03-25,3,80.95,165.0,False,False,False,False,False,False,False,False,False,True
88,49,2024-03-25,1,144.49,165.0,False,False,False,False,False,False,False,False,False,True
89,28,2024-02-28,1,30.83,589.0,False,False,False,True,False,False,False,False,False,False
90,21,2024-01-08,1,166.14,614.0,False,True,False,False,False,False,False,False,False,False
91,34,2024-02-07,3,60.04,883.0,False,False,False,False,True,False,False,False,False,False
91,27,2024-02-07,3,106.81,883.0,False,False,False,False,True,False,False,False,False,False
92,40,2024-06-05,3,21.01,162.0,False,False,True,False,False,False,False,False,False,False
92,44,2024-06-05,1,186.49,162.0,False,False,True,False,False,False,False,False,False,False
92,16,2024-06-05,1,79.32,162.0,False,False,True,False,False,False,False,False,False,False
92,32,2024-06-05,2,60.7,162.0,False,False,True,False,False,False,False,False,False,False
93,44,2024-04-29,1,186.49,20.0,False,False,False,False,True,False,False,False,False,False
93,35,2024-04-29,2,183.4,20.0,False,False,False,False,True,False,False,False,False,False
93,11,2024-04-29,2,33.72,20.0,False,False,False,False,True,False,False,False,False,False
94,30,2024-06-25,2,110.53,869.0,False,False,False,False,False,False,False,False,False,True
94,20,2024-06-25,2,115.82,869.0,False,False,False,False,False,False,False,False,False,True
94,13,2024-06-25,1,46.53,869.0,False,False,False,False,False,False,False,False,False,True
95,45,2024-05-27,3,145.46,736.0,False,False,False,True,False,False,False,False,False,False
95,19,2024-05-27,2,41.05,736.0,False,False,False,True,False,False,False,False,False,False
95,2,2024-05-27,2,36.51,736.0,False,False,False,True,False,False,False,False,False,False
96,19,2024-06-04,2,41.05,101.0,True,False,False,False,False,False,False,False,False,False
96,50,2024-06-04,1,173.33,101.0,True,False,False,False,False,False,False,False,False,False
96,15,2024-06-04,3,29.19,101.0,True,False,False,False,False,False,False,False,False,False
96,39,2024-06-04,1,176.96,101.0,True,False,False,False,False,False,False,False,False,False
97,41,2024-06-09,3,149.06,281.0,False,False,False,False,False,False,False,False,False,True
98,24,2024-01-09,2,97.18,903.0,True,False,False,False,False,False,False,False,False,False
98,47,2024-01-09,3,57.1,903.0,True,False,False,False,False,False,False,False,False,False
98,9,2024-01-09,2,27.62,903.0,True,False,False,False,False,False,False,False,False,False
98,6,2024-01-09,1,51.88,903.0,True,False,False,False,False,False,False,False,False,False
98,19,2024-01-09,1,41.05,903.0,True,False,False,False,False,False,False,False,False,False
99,18,2024-05-15,3,125.73,750.0,False,False,True,False,False,False,False,False,False,False
99,11,2024-05-15,2,33.72,750.0,False,False,True,False,False,False,False,False,False,False
99,17,2024-05-15,1,60.73,750.0,False,False,True,False,False,False,False,False,False,False
99,31,2024-05-15,2,146.94,750.0,False,False,True,False,False,False,False,False,False,False
99,19,2024-05-15,1,41.05,750.0,False,False,True,False,False,False,False,False,False,False
100,36,2024-06-22,1,131.4,463.0,False,False,True,False,False,False,False,False,False,False
100,24,2024-06-22,2,97.18,463.0,False,False,True,False,False,False,False,False,False,False
100,6,2024-06-22,3,51.88,463.0,False,False,True,False,False,False,False,False,False,False
100,26,2024-06-22,1,180.59,463.0,False,False,True,False,False,False,False,False,False,False
101,41,2024-05-29,1,149.06,537.0,False,False,False,False,False,False,False,True,False,False
101,24,2024-05-29,2,97.18,537.0,False,False,False,False,False,False,False,True,False,False
101,7,2024-05-29,1,163.11,537.0,False,False,False,False,False,False,False,True,False,False
101,44,2024-05-29,3,186.49,537.0,False,False,False,False,False,False,False,True,False,False
102,41,2024-06-14,2,149.06,454.0,False,False,False,False,False,False,False,False,True,False
103,3,2024-02-05,2,26.52,239.0,False,False,False,False,True,False,False,False,False,False
104,25,2024-05-17,2,116.66,481.0,False,False,False,False,False,False,False,True,False,False
104,30,2024-05-17,3,110.53,481.0,False,False,False,False,False,False,False,True,False,False
105,32,2024-04-16,3,60.7,317.0,False,False,False,False,False,False,False,False,True,False
106,14,2024-01-09,2,156.88,573.0,False,False,False,False,False,False,True,False,False,False
106,29,2024-01-09,1,123.32,573.0,False,False,False,False,False,False,True,False,False,False
106,16,2024-01-09,3,79.32,573.0,False,False,False,False,False,False,True,False,False,False
107,18,2024-01-16,1,125.73,735.0,False,False,False,False,False,True,False,False,False,False
107,13,2024-01-16,3,46.53,735.0,False,False,False,False,False,True,False,False,False,False
107,8,2024-01-16,1,39.54,735.0,False,False,False,False,False,True,False,False,False,False
107,30,2024-01-16,3,110.53,735.0,False,False,False,False,False,True,False,False,False,False
108,9,2024-03-26,1,27.62,104.0,False,False,False,False,False,False,False,False,False,True
108,37,2024-03-26,1,154.88,104.0,False,False,False,False,False,False,False,False,False,True
109,50,2024-02-29,1,173.33,443.0,False,False,False,False,False,False,False,False,True,False
109,10,2024-02-29,2,60.26,443.0,False,False,False,False,False,False,False,False,True,False
109,39,2024-02-29,1,176.96,443.0,False,False,False,False,False,False,False,False,True,False
110,9,2024-01-29,1,27.62,358.0,False,False,True,False,False,False,False,False,False,False
111,2,2024-05-30,1,36.51,488.0,False,False,False,False,False,True,False,False,False,False
111,12,2024-05-30,1,65.7,488.0,False,False,False,False,False,True,False,False,False,False
111,17,2024-05-30,3,60.73,488.0,False,False,False,False,False,True,False,False,False,False
112,50,2024-05-01,1,173.33,131.0,False,False,False,False,False,False,True,False,False,False
112,24,2024-05-01,2,97.18,131.0,False,False,False,False,False,False,True,False,False,False
112,33,2024-05-01,3,92.61,131.0,False,False,False,False,False,False,True,False,False,False
112,38,2024-05-01,1,123.8,131.0,False,False,False,False,False,False,True,False,False,False
113,20,2024-06-17,2,115.82,,False,False,False,False,False,False,False,False,False,True
113,30,2024-06-17,2,110.53,,False,False,False,False,False,False,False,False,False,True
113,42,2024-06-17,2,33.89,,False,False,False,False,False,False,False,False,False,True
113,2,2024-06-17,3,36.51,,False,False,False,False,False,False,False,False,False,True
113,4,2024-06-17,1,51.54,,False,False,False,False,False,False,False,False,False,True
114,21,2024-01-19,3,166.14,909.0,False,False,False,False,False,False,False,True,False,False
115,41,2024-03-11,2,149.06,,False,False,True,False,False,False,False,False,False,False
115,38,2024-03-11,3,123.8,,False,False,True,False,False,False,False,False,False,False
115,36,2024-03-11,3,131.4,,False,False,True,False,False,False,False,False,False,False
115,46,2024-03-11,2,80.95,,False,False,True,False,False,False,False,False,False,False
115,21,2024-03-11,2,166.14,,False,False,True,False,False,False,False,False,False,False
116,42,2024-06-28,3,33.89,204.0,False,False,False,False,False,False,False,False,True,False
117,15,2024-04-20,2,29.19,441.0,False,False,False,False,False,False,False,False,True,False
117,27,2024-04-20,2,106.81,441.0,False,False,False,False,False,False,False,False,True,False
117,22,2024-04-20,3,22.58,441.0,False,False,False,False,False,False,False,False,True,False
117,30,2024-04-20,1,110.53,441.0,False,False,False,False,False,False,False,False,True,False
118,44,2024-04-05,1,186.49,523.0,False,False,False,False,False,True,False,False,False,False
118,31,2024-04-05,1,146.94,523.0,False,False,False,False,False,True,False,False,False,False
119,9,2024-01-25,3,27.62,,False,True,False,False,False,False,False,False,False,False
119,36,2024-01-25,3,131.4,,False,True,False,False,False,False,False,False,False,False
119,4,2024-01-25,3,51.54,,False,True,False,False,False,False,False,False,False,False
120,47,2024-03-31,2,57.1,842.0,False,False,False,False,False,True,False,False,False,False
120,4,2024-03-31,2,51.54,842.0,False,False,False,False,False,True,False,False,False,False
120,19,2024-03-31,1,41.05,842.0,False,False,False,False,False,True,False,False,False,False
120,39,2024-03-31,3,176.96,842.0,False,False,False,False,False,True,False,False,False,False
121,23,2024-02-27,3,69.79,988.0,False,False,False,False,False,False,False,False,True,False
122,28,2024-05-26,3,30.83,571.0,False,False,False,False,False,True,False,False,False,False
122,36,2024-05-26,3,131.4,571.0,False,False,False,False,False,True,False,False,False,False
123,2,2024-06-17,3,36.51,,False,False,False,False,False,False,False,False,True,False
