sku_id,date,on_hand_qty,on_order_qty,safety_stock,lead_time_days,store_id_1,store_id_2,store_id_3,store_id_4,store_id_5,store_id_6,store_id_7,store_id_8,store_id_9,store_id_10
33,30-06-2024,64,195,48,2,True,False,False,False,False,False,False,False,False,False
34,30-06-2024,81,54,20,2,True,False,False,False,False,False,False,False,False,False
35,30-06-2024,58,96,32,2,True,False,False,False,False,False,False,False,False,False
36,30-06-2024,317,133,45,6,True,False,False,False,False,False,False,False,False,False
37,30-06-2024,13,103,11,6,True,False,False,False,False,False,False,False,False,False
38,30-06-2024,67,124,32,2,True,False,False,False,False,False,False,False,False,False
39,30-06-2024,243,87,17,7,True,False,False,False,False,False,False,False,False,False
40,30-06-2024,306,41,34,5,True,False,False,False,False,False,False,False,False,False
41,30-06-2024,252,162,32,2,True,False,False,False,False,False,False,False,False,False
42,30-06-2024,153,102,16,5,True,False,False,False,False,False,False,False,False,False
43,30-06-2024,341,40,19,7,True,False,False,False,False,False,False,False,False,False
44,30-06-2024,336,131,50,4,True,False,False,False,False,False,False,False,False,False
45,30-06-2024,110,187,48,7,True,False,False,False,False,False,False,False,False,False
46,30-06-2024,230,88,37,6,True,False,False,False,False,False,False,False,False,False
47,30-06-2024,460,190,50,6,True,False,False,False,False,False,False,False,False,False
48,30-06-2024,435,194,50,5,True,False,False,False,False,False,False,False,False,False
49,30-06-2024,411,42,10,3,True,False,False,False,False,False,False,False,False,False
50,30-06-2024,464,0,26,6,True,False,False,False,False,False,False,False,False,False
1,30-06-2024,258,20,11,3,False,True,False,False,False,False,False,False,False,False
2,30-06-2024,206,200,31,3,False,True,False,False,False,False,False,False,False,False
3,30-06-2024,155,124,34,4,False,True,False,False,False,False,False,False,False,False
4,30-06-2024,55,64,28,3,False,True,False,False,False,False,False,False,False,False
5,30-06-2024,379,181,40,2,False,True,False,False,False,False,False,False,False,False
6,30-06-2024,361,149,38,4,False,True,False,False,False,False,False,False,False,False
7,30-06-2024,182,55,14,4,False,True,False,False,False,False,False,False,False,False
8,30-06-2024,196,148,33,4,False,True,False,False,False,False,False,False,False,False
9,30-06-2024,17,143,13,2,False,True,False,False,False,False,False,False,False,False
10,30-06-2024,84,160,49,2,False,True,False,False,False,False,False,False,False,False
11,30-06-2024,228,184,47,4,False,True,False,False,False,False,False,False,False,False
12,30-06-2024,166,120,22,4,False,True,False,False,False,False,False,False,False,False
13,30-06-2024,227,65,18,5,False,True,False,False,False,False,False,False,False,False
14,30-06-2024,362,35,47,4,False,True,False,False,False,False,False,False,False,False
15,30-06-2024,114,105,50,2,False,True,False,False,False,False,False,False,False,False
16,30-06-2024,29,200,49,2,False,True,False,False,False,False,False,False,False,False
17,30-06-2024,299,133,20,4,False,True,False,False,False,False,False,False,False,False
18,30-06-2024,175,14,43,2,False,True,False,False,False,False,False,False,False,False
19,30-06-2024,145,181,37,7,False,True,False,False,False,False,False,False,False,False
20,30-06-2024,162,113,12,3,False,True,False,False,False,False,False,False,False,False
21,30-06-2024,438,50,36,2,False,True,False,False,False,False,False,False,False,False
22,30-06-2024,235,75,17,5,False,True,False,False,False,False,False,False,False,False
23,30-06-2024,40,200,37,2,False,True,False,False,False,False,False,False,False,False
24,30-06-2024,95,44,33,3,False,True,False,False,False,False,False,False,False,False
25,30-06-2024,181,82,22,7,False,True,False,False,False,False,False,False,False,False
26,30-06-2024,347,20,22,4,False,True,False,False,False,False,False,False,False,False
27,30-06-2024,390,23,38,5,False,True,False,False,False,False,False,False,False,False
28,30-06-2024,105,47,44,2,False,True,False,False,False,False,False,False,False,False
29,30-06-2024,474,147,32,4,False,True,False,False,False,False,False,False,False,False
30,30-06-2024,484,17,41,4,False,True,False,False,False,False,False,False,False,False
31,30-06-2024,146,173,12,2,False,True,False,False,False,False,False,False,False,False
32,30-06-2024,208,63,38,6,False,True,False,False,False,False,False,False,False,False
33,30-06-2024,28,89,45,4,False,True,False,False,False,False,False,False,False,False
34,30-06-2024,293,42,45,2,False,True,False,False,False,False,False,False,False,False
35,30-06-2024,238,48,49,3,False,True,False,False,False,False,False,False,False,False
36,30-06-2024,118,193,49,7,False,True,False,False,False,False,False,False,False,False
37,30-06-2024,217,158,50,2,False,True,False,False,False,False,False,False,False,False
38,30-06-2024,23,194,44,3,False,True,False,False,False,False,False,False,False,False
39,30-06-2024,420,149,37,7,False,True,False,False,False,False,False,False,False,False
40,30-06-2024,348,90,37,2,False,True,False,False,False,False,False,False,False,False
41,30-06-2024,79,15,34,4,False,True,False,False,False,False,False,False,False,False
42,30-06-2024,207,71,36,5,False,True,False,False,False,False,False,False,False,False
43,30-06-2024,202,66,39,6,False,True,False,False,False,False,False,False,False,False
44,30-06-2024,428,91,34,3,False,True,False,False,False,False,False,False,False,False
45,30-06-2024,179,12,45,4,False,True,False,False,False,False,False,False,False,False
46,30-06-2024,481,90,13,7,False,True,False,False,False,False,False,False,False,False
47,30-06-2024,358,19,29,3,False,True,False,False,False,False,False,False,False,False
48,30-06-2024,416,146,47,6,False,True,False,False,False,False,False,False,False,False
49,30-06-2024,89,91,39,2,False,True,False,False,False,False,False,False,False,False
50,30-06-2024,460,148,47,3,False,True,False,False,False,False,False,False,False,False
1,30-06-2024,273,110,17,2,False,False,True,False,False,False,False,False,False,False
2,30-06-2024,83,133,32,7,False,False,True,False,False,False,False,False,False,False
3,30-06-2024,181,195,16,4,False,False,True,False,False,False,False,False,False,False
4,30-06-2024,132,135,19,4,False,False,True,False,False,False,False,False,False,False
5,30-06-2024,359,85,19,2,False,False,True,False,False,False,False,False,False,False
6,30-06-2024,136,47,44,5,False,False,True,False,False,False,False,False,False,False
7,30-06-2024,182,144,17,6,False,False,True,False,False,False,False,False,False,False
8,30-06-2024,400,31,46,6,False,False,True,False,False,False,False,False,False,False
9,30-06-2024,28,199,32,3,False,False,True,False,False,False,False,False,False,False
10,30-06-2024,281,52,48,2,False,False,True,False,False,False,False,False,False,False
11,30-06-2024,445,86,22,2,False,False,True,False,False,False,False,False,False,False
12,30-06-2024,231,125,24,2,False,False,True,False,False,False,False,False,False,False
13,30-06-2024,385,171,44,3,False,False,True,False,False,False,False,False,False,False
14,30-06-2024,425,13,24,6,False,False,True,False,False,False,False,False,False,False
15,30-06-2024,471,134,28,2,False,False,True,False,False,False,False,False,False,False
16,30-06-2024,63,188,37,7,False,False,True,False,False,False,False,False,False,False
17,30-06-2024,253,118,35,6,False,False,True,False,False,False,False,False,False,False
18,30-06-2024,82,178,14,6,False,False,True,False,False,False,False,False,False,False
19,30-06-2024,452,165,17,7,False,False,True,False,False,False,False,False,False,False
20,30-06-2024,18,84,10,5,False,False,True,False,False,False,False,False,False,False
21,30-06-2024,461,25,47,5,False,False,True,False,False,False,False,False,False,False
22,30-06-2024,27,154,32,5,False,False,True,False,False,False,False,False,False,False
23,30-06-2024,160,194,29,4,False,False,True,False,False,False,False,False,False,False
24,30-06-2024,489,180,27,2,False,False,True,False,False,False,False,False,False,False
25,30-06-2024,445,111,47,2,False,False,True,False,False,False,False,False,False,False
26,30-06-2024,465,79,25,6,False,False,True,False,False,False,False,False,False,False
27,30-06-2024,242,111,40,3,False,False,True,False,False,False,False,False,False,False
28,30-06-2024,292,164,29,3,False,False,True,False,False,False,False,False,False,False
29,30-06-2024,69,197,50,4,False,False,True,False,False,False,False,False,False,False
30,30-06-2024,391,95,36,5,False,False,True,False,False,False,False,False,False,False
31,30-06-2024,227,155,30,6,False,False,True,False,False,False,False,False,False,False
32,30-06-2024,478,118,49,3,False,False,True,False,False,False,False,False,False,False
33,30-06-2024,298,96,21,7,False,False,True,False,False,False,False,False,False,False
34,30-06-2024,219,58,20,7,False,False,True,False,False,False,False,False,False,False
35,30-06-2024,253,55,20,4,False,False,True,False,False,False,False,False,False,False
36,30-06-2024,495,58,41,2,False,False,True,False,False,False,False,False,False,False
37,30-06-2024,107,173,50,6,False,False,True,False,False,False,False,False,False,False
38,30-06-2024,50,146,12,4,False,False,True,False,False,False,False,False,False,False
39,30-06-2024,219,103,30,7,False,False,True,False,False,False,False,False,False,False
40,30-06-2024,422,27,26,2,False,False,True,False,False,False,False,False,False,False
41,30-06-2024,360,59,29,3,False,False,True,False,False,False,False,False,False,False
42,30-06-2024,20,114,35,6,False,False,True,False,False,False,False,False,False,False
43,30-06-2024,343,59,19,6,False,False,True,False,False,False,False,False,False,False
44,30-06-2024,409,129,38,5,False,False,True,False,False,False,False,False,False,False
45,30-06-2024,425,177,45,2,False,False,True,False,False,False,False,False,False,False
46,30-06-2024,338,162,37,2,False,False,True,False,False,False,False,False,False,False
47,30-06-2024,487,90,50,2,False,False,True,False,False,False,False,False,False,False
48,30-06-2024,308,26,40,2,False,False,True,False,False,False,False,False,False,False
49,30-06-2024,91,174,27,3,False,False,True,False,False,False,False,False,False,False
50,30-06-2024,453,60,37,7,False,False,True,False,False,False,False,False,False,False
1,30-06-2024,133,113,26,7,False,False,False,True,False,False,False,False,False,False
2,30-06-2024,348,55,39,3,False,False,False,True,False,False,False,False,False,False
3,30-06-2024,283,11,14,3,False,False,False,True,False,False,False,False,False,False
4,30-06-2024,48,134,26,3,False,False,False,True,False,False,False,False,False,False
5,30-06-2024,157,19,22,4,False,False,False,True,False,False,False,False,False,False
6,30-06-2024,450,172,40,7,False,False,False,True,False,False,False,False,False,False
7,30-06-2024,71,111,45,3,False,False,False,True,False,False,False,False,False,False
8,30-06-2024,221,31,14,2,False,False,False,True,False,False,False,False,False,False
9,30-06-2024,389,73,39,5,False,False,False,True,False,False,False,False,False,False
10,30-06-2024,483,43,11,5,False,False,False,True,False,False,False,False,False,False
11,30-06-2024,114,65,39,6,False,False,False,True,False,False,False,False,False,False
12,30-06-2024,256,192,24,7,False,False,False,True,False,False,False,False,False,False
13,30-06-2024,186,79,17,4,False,False,False,True,False,False,False,False,False,False
14,30-06-2024,432,82,32,5,False,False,False,True,False,False,False,False,False,False
15,30-06-2024,455,78,38,3,False,False,False,True,False,False,False,False,False,False
16,30-06-2024,42,166,16,5,False,False,False,True,False,False,False,False,False,False
17,30-06-2024,272,136,30,6,False,False,False,True,False,False,False,False,False,False
18,30-06-2024,100,103,35,3,False,False,False,True,False,False,False,False,False,False
19,30-06-2024,252,163,11,2,False,False,False,True,False,False,False,False,False,False
20,30-06-2024,289,165,43,6,False,False,False,True,False,False,False,False,False,False
21,30-06-2024,147,57,45,3,False,False,False,True,False,False,False,False,False,False
22,30-06-2024,33,31,29,6,False,False,False,True,False,False,False,False,False,False
23,30-06-2024,351,93,40,6,False,False,False,True,False,False,False,False,False,False
24,30-06-2024,386,26,35,4,False,False,False,True,False,False,False,False,False,False
25,30-06-2024,471,110,10,6,False,False,False,True,False,False,False,False,False,False
26,30-06-2024,281,12,26,2,False,False,False,True,False,False,False,False,False,False
27,30-06-2024,270,175,49,2,False,False,False,True,False,False,False,False,False,False
28,30-06-2024,394,171,18,4,False,False,False,True,False,False,False,False,False,False
29,30-06-2024,155,102,21,6,False,False,False,True,False,False,False,False,False,False
30,30-06-2024,279,200,20,5,False,False,False,True,False,False,False,False,False,False
31,30-06-2024,43,119,23,4,False,False,False,True,False,False,False,False,False,False
32,30-06-2024,364,96,12,6,False,False,False,True,False,False,False,False,False,False
33,30-06-2024,244,55,37,3,False,False,False,True,False,False,False,False,False,False
34,30-06-2024,50,67,46,3,False,False,False,True,False,False,False,False,False,False
35,30-06-2024,363,23,43,2,False,False,False,True,False,False,False,False,False,False
36,30-06-2024,107,115,18,3,False,False,False,True,False,False,False,False,False,False
37,30-06-2024,311,188,22,6,False,False,False,True,False,False,False,False,False,False
38,30-06-2024,391,1,29,4,False,False,False,True,False,False,False,False,False,False
39,30-06-2024,13,166,24,2,False,False,False,True,False,False,False,False,False,False
40,30-06-2024,407,164,43,7,False,False,False,True,False,False,False,False,False,False
41,30-06-2024,127,70,46,2,False,False,False,True,False,False,False,False,False,False
42,30-06-2024,345,20,35,4,False,False,False,True,False,False,False,False,False,False
43,30-06-2024,260,105,26,6,False,False,False,True,False,False,False,False,False,False
44,30-06-2024,104,185,40,3,False,False,False,True,False,False,False,False,False,False
45,30-06-2024,297,176,36,6,False,False,False,True,False,False,False,False,False,False
46,30-06-2024,424,24,23,3,False,False,False,True,False,False,False,False,False,False
47,30-06-2024,484,186,40,7,False,False,False,True,False,False,False,False,False,False
48,30-06-2024,77,178,20,7,False,False,False,True,False,False,False,False,False,False
49,30-06-2024,259,178,45,2,False,False,False,True,False,False,False,False,False,False
50,30-06-2024,295,19,33,4,False,False,False,True,False,False,False,False,False,False
1,30-06-2024,469,53,47,3,False,False,False,False,True,False,False,False,False,False
2,30-06-2024,196,176,42,6,False,False,False,False,True,False,False,False,False,False
3,30-06-2024,137,8,21,2,False,False,False,False,True,False,False,False,False,False
4,30-06-2024,112,101,41,2,False,False,False,False,True,False,False,False,False,False
5,30-06-2024,218,13,25,3,False,False,False,False,True,False,False,False,False,False
6,30-06-2024,267,79,14,7,False,False,False,False,True,False,False,False,False,False
7,30-06-2024,252,194,43,5,False,False,False,False,True,False,False,False,False,False
8,30-06-2024,216,3,19,6,False,False,False,False,True,False,False,False,False,False
9,30-06-2024,262,79,48,2,False,False,False,False,True,False,False,False,False,False
10,30-06-2024,251,40,36,7,False,False,False,False,True,False,False,False,False,False
11,30-06-2024,361,64,43,6,False,False,False,False,True,False,False,False,False,False
12,30-06-2024,46,0,31,7,False,False,False,False,True,False,False,False,False,False
13,30-06-2024,25,63,47,2,False,False,False,False,True,False,False,False,False,False
14,30-06-2024,223,123,44,2,False,False,False,False,True,False,False,False,False,False
15,30-06-2024,98,135,42,7,False,False,False,False,True,False,False,False,False,False
16,30-06-2024,134,113,49,7,False,False,False,False,True,False,False,False,False,False
17,30-06-2024,123,154,44,4,False,False,False,False,True,False,False,False,False,False
18,30-06-2024,473,162,46,3,False,False,False,False,True,False,False,False,False,False
19,30-06-2024,492,193,13,6,False,False,False,False,True,False,False,False,False,False
20,30-06-2024,467,39,21,5,False,False,False,False,True,False,False,False,False,False
21,30-06-2024,340,132,16,4,False,False,False,False,True,False,False,False,False,False
22,30-06-2024,227,146,32,3,False,False,False,False,True,False,False,False,False,False
23,30-06-2024,313,81,25,5,False,False,False,False,True,False,False,False,False,False
24,30-06-2024,312,132,19,3,False,False,False,False,True,False,False,False,False,False
25,30-06-2024,494,198,21,2,False,False,False,False,True,False,False,False,False,False
26,30-06-2024,234,42,50,4,False,False,False,False,True,False,False,False,False,False
27,30-06-2024,426,130,36,2,False,False,False,False,True,False,False,False,False,False
28,30-06-2024,450,173,15,4,False,False,False,False,True,False,False,False,False,False
29,30-06-2024,231,172,20,3,False,False,False,False,True,False,False,False,False,False
30,30-06-2024,36,177,34,5,False,False,False,False,True,False,False,False,False,False
31,30-06-2024,292,7,14,7,False,False,False,False,True,False,False,False,False,False
32,30-06-2024,304,71,34,5,False,False,False,False,True,False,False,False,False,False
33,30-06-2024,29,21,27,7,False,False,False,False,True,False,False,False,False,False
34,30-06-2024,49,38,45,2,False,False,False,False,True,False,False,False,False,False
35,30-06-2024,140,75,38,2,False,False,False,False,True,False,False,False,False,False
36,30-06-2024,464,40,12,6,False,False,False,False,True,False,False,False,False,False
37,30-06-2024,113,193,36,3,False,False,False,False,True,False,False,False,False,False
38,30-06-2024,155,140,38,4,False,False,False,False,True,False,False,False,False,False
39,30-06-2024,267,84,35,3,False,False,False,False,True,False,False,False,False,False
40,30-06-2024,119,114,44,7,False,False,False,False,True,False,False,False,False,False
41,30-06-2024,294,108,14,5,False,False,False,False,True,False,False,False,False,False
42,30-06-2024,484,56,18,5,False,False,False,False,True,False,False,False,False,False
43,30-06-2024,245,104,11,7,False,False,False,False,True,False,False,False,False,False
44,30-06-2024,222,194,22,6,False,False,False,False,True,False,False,False,False,False
45,30-06-2024,458,166,31,7,False,False,False,False,True,False,False,False,False,False
46,30-06-2024,43,180,25,5,False,False,False,False,True,False,False,False,False,False
47,30-06-2024,295,145,47,2,False,False,False,False,True,False,False,False,False,False
48,30-06-2024,228,92,40,4,False,False,False,False,True,False,False,False,False,False
49,30-06-2024,48,178,36,6,False,False,False,False,True,False,False,False,False,False
50,30-06-2024,290,64,24,5,False,False,False,False,True,False,False,False,False,False
1,30-06-2024,217,181,25,7,False,False,False,False,False,True,False,False,False,False
2,30-06-2024,136,121,33,5,False,False,False,False,False,True,False,False,False,False
3,30-06-2024,409,21,42,4,False,False,False,False,False,True,False,False,False,False
4,30-06-2024,191,56,31,5,False,False,False,False,False,True,False,False,False,False
5,30-06-2024,241,123,41,6,False,False,False,False,False,True,False,False,False,False
6,30-06-2024,195,144,18,7,False,False,False,False,False,True,False,False,False,False
7,30-06-2024,322,70,31,6,False,False,False,False,False,True,False,False,False,False
8,30-06-2024,129,105,14,6,False,False,False,False,False,True,False,False,False,False
9,30-06-2024,358,131,22,5,False,False,False,False,False,True,False,False,False,False
10,30-06-2024,159,79,44,6,False,False,False,False,False,True,False,False,False,False
11,30-06-2024,472,42,22,6,False,False,False,False,False,True,False,False,False,False
12,30-06-2024,463,96,12,4,False,False,False,False,False,True,False,False,False,False
13,30-06-2024,76,68,27,4,False,False,False,False,False,True,False,False,False,False
14,30-06-2024,12,46,32,5,False,False,False,False,False,True,False,False,False,False
15,30-06-2024,264,163,13,3,False,False,False,False,False,True,False,False,False,False
16,30-06-2024,71,122,43,3,False,False,False,False,False,True,False,False,False,False
17,30-06-2024,326,85,47,6,False,False,False,False,False,True,False,False,False,False
18,30-06-2024,289,18,35,2,False,False,False,False,False,True,False,False,False,False
19,30-06-2024,380,0,24,5,False,False,False,False,False,True,False,False,False,False
20,30-06-2024,379,105,23,3,False,False,False,False,False,True,False,False,False,False
21,30-06-2024,311,74,10,3,False,False,False,False,False,True,False,False,False,False
22,30-06-2024,437,130,11,4,False,False,False,False,False,True,False,False,False,False
23,30-06-2024,119,125,26,2,False,False,False,False,False,True,False,False,False,False
24,30-06-2024,330,40,37,6,False,False,False,False,False,True,False,False,False,False
25,30-06-2024,466,140,10,6,False,False,False,False,False,True,False,False,False,False
26,30-06-2024,384,96,30,4,False,False,False,False,False,True,False,False,False,False
27,30-06-2024,449,30,10,6,False,False,False,False,False,True,False,False,False,False
28,30-06-2024,221,198,16,6,False,False,False,False,False,True,False,False,False,False
29,30-06-2024,432,151,39,2,False,False,False,False,False,True,False,False,False,False
30,30-06-2024,453,126,42,3,False,False,False,False,False,True,False,False,False,False
31,30-06-2024,329,52,15,3,False,False,False,False,False,True,False,False,False,False
32,30-06-2024,75,159,29,2,False,False,False,False,False,True,False,False,False,False
33,30-06-2024,95,173,40,4,False,False,False,False,False,True,False,False,False,False
34,30-06-2024,311,74,21,4,False,False,False,False,False,True,False,False,False,False
35,30-06-2024,471,10,14,5,False,False,False,False,False,True,False,False,False,False
36,30-06-2024,201,114,33,4,False,False,False,False,False,True,False,False,False,False
37,30-06-2024,173,121,29,6,False,False,False,False,False,True,False,False,False,False
38,30-06-2024,203,54,50,3,False,False,False,False,False,True,False,False,False,False
39,30-06-2024,294,18,10,7,False,False,False,False,False,True,False,False,False,False
40,30-06-2024,474,170,41,7,False,False,False,False,False,True,False,False,False,False
41,30-06-2024,393,193,10,4,False,False,False,False,False,True,False,False,False,False
42,30-06-2024,211,15,31,4,False,False,False,False,False,True,False,False,False,False
43,30-06-2024,255,53,43,7,False,False,False,False,False,True,False,False,False,False
44,30-06-2024,330,195,28,2,False,False,False,False,False,True,False,False,False,False
45,30-06-2024,36,146,35,2,False,False,False,False,False,True,False,False,False,False
46,30-06-2024,408,7,37,5,False,False,False,False,False,True,False,False,False,False
47,30-06-2024,433,29,36,7,False,False,False,False,False,True,False,False,False,False
48,30-06-2024,451,17,31,3,False,False,False,False,False,True,False,False,False,False
49,30-06-2024,50,112,34,5,False,False,False,False,False,True,False,False,False,False
50,30-06-2024,20,177,20,4,False,False,False,False,False,True,False,False,False,False
1,30-06-2024,159,177,33,5,False,False,False,False,False,False,True,False,False,False
2,30-06-2024,317,118,47,2,False,False,False,False,False,False,True,False,False,False
3,30-06-2024,271,21,28,3,False,False,False,False,False,False,True,False,False,False
4,30-06-2024,127,194,34,6,False,False,False,False,False,False,True,False,False,False
5,30-06-2024,241,84,39,4,False,False,False,False,False,False,True,False,False,False
6,30-06-2024,443,92,26,5,False,False,False,False,False,False,True,False,False,False
7,30-06-2024,412,4,34,6,False,False,False,False,False,False,True,False,False,False
8,30-06-2024,107,68,21,5,False,False,False,False,False,False,True,False,False,False
9,30-06-2024,20,95,22,3,False,False,False,False,False,False,True,False,False,False
10,30-06-2024,455,134,44,3,False,False,False,False,False,False,True,False,False,False
11,30-06-2024,426,161,29,6,False,False,False,False,False,False,True,False,False,False
12,30-06-2024,370,150,37,6,False,False,False,False,False,False,True,False,False,False
13,30-06-2024,214,96,13,6,False,False,False,False,False,False,True,False,False,False
14,30-06-2024,370,200,17,6,False,False,False,False,False,False,True,False,False,False
15,30-06-2024,248,193,30,6,False,False,False,False,False,False,True,False,False,False
16,30-06-2024,294,9,28,2,False,False,False,False,False,False,True,False,False,False
17,30-06-2024,158,163,11,3,False,False,False,False,False,False,True,False,False,False
18,30-06-2024,224,57,29,6,False,False,False,False,False,False,True,False,False,False
19,30-06-2024,237,66,31,2,False,False,False,False,False,False,True,False,False,False
20,30-06-2024,80,190,34,2,False,False,False,False,False,False,True,False,False,False
21,30-06-2024,474,144,25,5,False,False,False,False,False,False,True,False,False,False
22,30-06-2024,323,14,20,3,False,False,False,False,False,False,True,False,False,False
23,30-06-2024,345,190,48,3,False,False,False,False,False,False,True,False,False,False
24,30-06-2024,460,5,48,7,False,False,False,False,False,False,True,False,False,False
25,30-06-2024,362,74,28,3,False,False,False,False,False,False,True,False,False,False
26,30-06-2024,493,17,20,2,False,False,False,False,False,False,True,False,False,False
27,30-06-2024,415,50,27,7,False,False,False,False,False,False,True,False,False,False
28,30-06-2024,175,84,38,6,False,False,False,False,False,False,True,False,False,False
29,30-06-2024,322,152,11,2,False,False,False,False,False,False,True,False,False,False
30,30-06-2024,253,47,31,5,False,False,False,False,False,False,True,False,False,False
31,30-06-2024,208,200,45,5,False,False,False,False,False,False,True,False,False,False
32,30-06-2024,77,63,13,5,False,False,False,False,False,False,True,False,False,False
33,30-06-2024,338,53,36,4,False,False,False,False,False,False,True,False,False,False
34,30-06-2024,238,134,22,5,False,False,False,False,False,False,True,False,False,False
35,30-06-2024,367,18,33,2,False,False,False,False,False,False,True,False,False,False
36,30-06-2024,413,13,28,2,False,False,False,False,False,False,True,False,False,False
37,30-06-2024,130,102,41,5,False,False,False,False,False,False,True,False,False,False
38,30-06-2024,257,97,41,6,False,False,False,False,False,False,True,False,False,False
39,30-06-2024,194,148,22,7,False,False,False,False,False,False,True,False,False,False
40,30-06-2024,75,184,18,4,False,False,False,False,False,False,True,False,False,False
41,30-06-2024,455,153,34,5,False,False,False,False,False,False,True,False,False,False
42,30-06-2024,121,119,15,6,False,False,False,False,False,False,True,False,False,False
43,30-06-2024,225,120,30,4,False,False,False,False,False,False,True,False,False,False
44,30-06-2024,409,115,47,2,False,False,False,False,False,False,True,False,False,False
45,30-06-2024,424,33,11,6,False,False,False,False,False,False,True,False,False,False
46,30-06-2024,166,85,26,7,False,False,False,False,False,False,True,False,False,False
47,30-06-2024,22,41,44,7,False,False,False,False,False,False,True,False,False,False
48,30-06-2024,329,176,27,4,False,False,False,False,False,False,True,False,False,False
49,30-06-2024,114,143,43,3,False,False,False,False,False,False,True,False,False,False
50,30-06-2024,203,150,38,5,False,False,False,False,False,False,True,False,False,False
1,30-06-2024,302,71,17,3,False,False,False,False,False,False,False,True,False,False
2,30-06-2024,355,99,34,5,False,False,False,False,False,False,False,True,False,False
3,30-06-2024,148,196,44,6,False,False,False,False,False,False,False,True,False,False
4,30-06-2024,228,129,48,6,False,False,False,False,False,False,False,True,False,False
5,30-06-2024,210,154,10,6,False,False,False,False,False,False,False,True,False,False
6,30-06-2024,402,122,43,5,False,False,False,False,False,False,False,True,False,False
7,30-06-2024,128,144,15,4,False,False,False,False,False,False,False,True,False,False
8,30-06-2024,72,138,25,4,False,False,False,False,False,False,False,True,False,False
9,30-06-2024,309,9,49,4,False,False,False,False,False,False,False,True,False,False
10,30-06-2024,322,13,28,4,False,False,False,False,False,False,False,True,False,False
11,30-06-2024,143,119,27,3,False,False,False,False,False,False,False,True,False,False
12,30-06-2024,244,13,38,3,False,False,False,False,False,False,False,True,False,False
13,30-06-2024,195,76,27,4,False,False,False,False,False,False,False,True,False,False
14,30-06-2024,381,38,40,6,False,False,False,False,False,False,False,True,False,False
15,30-06-2024,220,16,13,6,False,False,False,False,False,False,False,True,False,False
16,30-06-2024,181,64,39,7,False,False,False,False,False,False,False,True,False,False
17,30-06-2024,93,140,40,4,False,False,False,False,False,False,False,True,False,False
18,30-06-2024,473,14,39,4,False,False,False,False,False,False,False,True,False,False
19,30-06-2024,56,157,25,6,False,False,False,False,False,False,False,True,False,False
20,30-06-2024,73,64,34,2,False,False,False,False,False,False,False,True,False,False
21,30-06-2024,132,114,44,3,False,False,False,False,False,False,False,True,False,False
22,30-06-2024,296,7,24,4,False,False,False,False,False,False,False,True,False,False
23,30-06-2024,221,133,48,6,False,False,False,False,False,False,False,True,False,False
